"Site","Name","Last Logon","OperatingSystem","DistinguishedName"
"AD","ADES-LT-806578","11/17/2016 2:11:39 PM","Windows 7 Enterprise","CN=ADES-LT-806578,OU=Room06-Lab,OU=Students,OU=Laptops,OU=Systems,OU=AD,OU=SMUSD,DC=smusd,DC=local"
"AD","ADES-LT-806638","1/23/2017 1:10:54 PM","Windows 7 Enterprise","CN=ADES-LT-806638,OU=Room22,OU=Students,OU=Laptops,OU=Systems,OU=AD,OU=SMUSD,DC=smusd,DC=local"
"AD","ADES-LT-813441","12/6/2016 11:43:32 AM","Windows 7 Enterprise","CN=ADES-LT-813441,OU=Unassigned,OU=Laptops,OU=Systems,OU=AD,OU=SMUSD,DC=smusd,DC=local"
"AD","ADES-LT-813442","9/22/2016 7:58:15 AM","Windows 7 Enterprise","CN=ADES-LT-813442,OU=Classrooms,OU=Students,OU=Laptops,OU=Systems,OU=AD,OU=SMUSD,DC=smusd,DC=local"
"AD","ADES-LT-813455","3/6/2017 1:31:00 PM","Windows 7 Enterprise","CN=ADES-LT-813455,OU=Room21,OU=Students,OU=Laptops,OU=Systems,OU=AD,OU=SMUSD,DC=smusd,DC=local"
"AD","ADES-LT-813460","11/14/2016 8:49:05 AM","Windows 7 Enterprise","CN=ADES-LT-813460,OU=Unassigned,OU=Laptops,OU=Systems,OU=AD,OU=SMUSD,DC=smusd,DC=local"
"AD","ADES-LT-813461","2/16/2017 2:20:08 PM","Windows 7 Enterprise","CN=ADES-LT-813461,OU=Classrooms,OU=Students,OU=Laptops,OU=Systems,OU=AD,OU=SMUSD,DC=smusd,DC=local"
"AD","ADES-LT-813462","2/16/2017 2:29:56 PM","Windows 7 Enterprise","CN=ADES-LT-813462,OU=Classrooms,OU=Students,OU=Laptops,OU=Systems,OU=AD,OU=SMUSD,DC=smusd,DC=local"
"AD","ADES-LT-813475","2/21/2017 9:18:46 AM","Windows 7 Enterprise","CN=ADES-LT-813475,OU=Room27,OU=Students,OU=Laptops,OU=Systems,OU=AD,OU=SMUSD,DC=smusd,DC=local"
"AD","ADES-LT-813517","2/7/2017 8:11:02 AM","Windows 7 Enterprise","CN=ADES-LT-813517,OU=Support Staff,OU=Laptops,OU=Systems,OU=AD,OU=SMUSD,DC=smusd,DC=local"
"AD","ADES-LT-814204","2/8/2017 3:00:51 PM","Windows 7 Enterprise","CN=ADES-LT-814204,OU=Carts,OU=Teachers,OU=Laptops,OU=Systems,OU=AD,OU=SMUSD,DC=smusd,DC=local"
"AD","ADES-P1-814794","12/28/2016 7:38:43 AM","Windows 7 Enterprise","CN=ADES-P1-814794,OU=RoomP1,OU=Students,OU=PCs,OU=Systems,OU=AD,OU=SMUSD,DC=smusd,DC=local"
"AD","ADES-WRM-822765","12/1/2016 9:49:11 AM","Windows 7 Enterprise","CN=ADES-WRM-822765,OU=VariQuest,OU=Support Staff,OU=PCs,OU=Systems,OU=AD,OU=SMUSD,DC=smusd,DC=local"
"ATP","ATC-LT-814198","12/5/2016 7:00:44 AM","Windows 7 Enterprise","CN=ATC-LT-814198,OU=Systems,OU=ATP,OU=SMUSD,DC=smusd,DC=local"
"ATP","ATP-LT-813767","12/5/2016 7:47:10 AM","Windows 7 Enterprise","CN=ATP-LT-813767,OU=Systems,OU=ATP,OU=SMUSD,DC=smusd,DC=local"
"ATP","ATP-LT-813768","9/9/2016 8:33:36 AM","Windows 7 Enterprise","CN=ATP-LT-813768,OU=Systems,OU=ATP,OU=SMUSD,DC=smusd,DC=local"
"ATP","ATP-LT-823305","2/13/2017 1:02:33 PM","Windows 10 Enterprise","CN=ATP-LT-823305,OU=Systems,OU=ATP,OU=SMUSD,DC=smusd,DC=local"
"ATP","ATP-LT-823307","2/2/2017 9:07:55 AM","Windows 10 Enterprise","CN=ATP-LT-823307,OU=Systems,OU=ATP,OU=SMUSD,DC=smusd,DC=local"
"CES","CES-00-818517","2/6/2017 12:45:24 PM","Windows 10 Enterprise","CN=CES-00-818517,OU=Staff Laptops,OU=Laptops,OU=Systems,OU=CES,OU=SMUSD,DC=smusd,DC=local"
"CES","CES-00-818522","10/4/2016 1:42:20 PM","Windows 7 Enterprise","CN=CES-00-818522,OU=PCs,OU=Systems,OU=CES,OU=SMUSD,DC=smusd,DC=local"
"CES","CES-01-814246","2/14/2017 8:40:36 AM","Windows 7 Enterprise","CN=CES-01-814246,OU=Classrooms,OU=PCs,OU=Systems,OU=CES,OU=SMUSD,DC=smusd,DC=local"
"CES","CES-09-818095","2/23/2017 12:16:18 PM","Windows 7 Enterprise","CN=CES-09-818095,OU=Classrooms,OU=PCs,OU=Systems,OU=CES,OU=SMUSD,DC=smusd,DC=local"
"CES","CES-15-801904","11/29/2016 10:20:37 AM","Windows 7 Enterprise","CN=CES-15-801904,OU=Classrooms,OU=PCs,OU=Systems,OU=CES,OU=SMUSD,DC=smusd,DC=local"
"CES","CES-28-801818","3/3/2017 9:23:46 AM","Windows 7 Enterprise","CN=CES-28-801818,OU=Classrooms,OU=PCs,OU=Systems,OU=CES,OU=SMUSD,DC=smusd,DC=local"
"CES","CES-31-818514","3/8/2017 11:33:07 AM","Windows 7 Enterprise","CN=CES-31-818514,OU=Classrooms,OU=PCs,OU=Systems,OU=CES,OU=SMUSD,DC=smusd,DC=local"
"CES","CES-32-801428","3/6/2017 12:04:39 PM","Windows 7 Enterprise","CN=CES-32-801428,OU=Classrooms,OU=PCs,OU=Systems,OU=CES,OU=SMUSD,DC=smusd,DC=local"
"CES","CES-33-801824","3/6/2017 2:26:09 PM","Windows 7 Enterprise","CN=CES-33-801824,OU=Classrooms,OU=PCs,OU=Systems,OU=CES,OU=SMUSD,DC=smusd,DC=local"
"CES","CES-34-801833","3/3/2017 12:02:08 PM","Windows 7 Enterprise","CN=CES-34-801833,OU=Classrooms,OU=PCs,OU=Systems,OU=CES,OU=SMUSD,DC=smusd,DC=local"
"CES","CES-LIB-827811","1/17/2017 1:27:48 PM","Windows 10 Enterprise","CN=CES-LIB-827811,OU=Library,OU=PCs,OU=Systems,OU=CES,OU=SMUSD,DC=smusd,DC=local"
"CES","CES-LT-801749","9/23/2016 8:10:48 AM","Windows 7 Enterprise","CN=CES-LT-801749,OU=Student Laptops,OU=Laptops,OU=Systems,OU=CES,OU=SMUSD,DC=smusd,DC=local"
"CES","CES-LT-801751","9/23/2016 8:09:51 AM","Windows 7 Enterprise","CN=CES-LT-801751,OU=Student Laptops,OU=Laptops,OU=Systems,OU=CES,OU=SMUSD,DC=smusd,DC=local"
"CES","CES-LT-801752","9/23/2016 8:10:50 AM","Windows 7 Enterprise","CN=CES-LT-801752,OU=Student Laptops,OU=Laptops,OU=Systems,OU=CES,OU=SMUSD,DC=smusd,DC=local"
"CES","CES-LT-801753","9/23/2016 8:10:46 AM","Windows 7 Enterprise","CN=CES-LT-801753,OU=Student Laptops,OU=Laptops,OU=Systems,OU=CES,OU=SMUSD,DC=smusd,DC=local"
"CES","CES-LT-801755","10/31/2016 3:23:25 PM","Windows 7 Enterprise","CN=CES-LT-801755,OU=Student Laptops,OU=Laptops,OU=Systems,OU=CES,OU=SMUSD,DC=smusd,DC=local"
"CES","CES-LT-801756","3/3/2017 8:09:57 AM","Windows 10 Enterprise","CN=CES-LT-801756,OU=Staff Laptops,OU=Laptops,OU=Systems,OU=CES,OU=SMUSD,DC=smusd,DC=local"
"CES","CES-LT-802122","2/26/2017 2:53:38 AM","Windows 7 Enterprise","CN=CES-LT-802122,OU=Student Laptops,OU=Laptops,OU=Systems,OU=CES,OU=SMUSD,DC=smusd,DC=local"
"CES","CES-LT-802477","10/27/2016 8:30:22 AM","Windows 7 Enterprise","CN=CES-LT-802477,OU=Student Laptops,OU=Laptops,OU=Systems,OU=CES,OU=SMUSD,DC=smusd,DC=local"
"CES","CES-LT-802478","3/6/2017 10:26:18 AM","Windows 10 Enterprise","CN=CES-LT-802478,OU=Student Laptops,OU=Laptops,OU=Systems,OU=CES,OU=SMUSD,DC=smusd,DC=local"
"CES","CES-LT-802496","9/15/2016 5:18:01 PM","Windows 10 Enterprise","CN=CES-LT-802496,OU=Student Laptops,OU=Laptops,OU=Systems,OU=CES,OU=SMUSD,DC=smusd,DC=local"
"CES","CES-LT-802908","2/9/2017 4:35:22 PM","Windows 7 Enterprise","CN=CES-LT-802908,OU=Staff Laptops,OU=Laptops,OU=Systems,OU=CES,OU=SMUSD,DC=smusd,DC=local"
"CES","CES-LT-803875","11/28/2016 10:32:43 AM","Windows 7 Enterprise","CN=CES-LT-803875,OU=Student Laptops,OU=Laptops,OU=Systems,OU=CES,OU=SMUSD,DC=smusd,DC=local"
"CES","CES-LT-803876","11/29/2016 10:30:24 AM","Windows 7 Enterprise","CN=CES-LT-803876,OU=Student Laptops,OU=Laptops,OU=Systems,OU=CES,OU=SMUSD,DC=smusd,DC=local"
"CES","CES-LT-803882","11/28/2016 10:40:10 AM","Windows 7 Enterprise","CN=CES-LT-803882,OU=Student Laptops,OU=Laptops,OU=Systems,OU=CES,OU=SMUSD,DC=smusd,DC=local"
"CES","CES-LT-803885","11/28/2016 10:34:37 AM","Windows 7 Enterprise","CN=CES-LT-803885,OU=Student Laptops,OU=Laptops,OU=Systems,OU=CES,OU=SMUSD,DC=smusd,DC=local"
"CES","CES-LT-803887","11/28/2016 10:32:05 AM","Windows 7 Enterprise","CN=CES-LT-803887,OU=Student Laptops,OU=Laptops,OU=Systems,OU=CES,OU=SMUSD,DC=smusd,DC=local"
"CES","CES-LT-803889","11/28/2016 10:31:09 AM","Windows 7 Enterprise","CN=CES-LT-803889,OU=Student Laptops,OU=Laptops,OU=Systems,OU=CES,OU=SMUSD,DC=smusd,DC=local"
"CES","CES-LT-803891","11/28/2016 10:30:27 AM","Windows 7 Enterprise","CN=CES-LT-803891,OU=Student Laptops,OU=Laptops,OU=Systems,OU=CES,OU=SMUSD,DC=smusd,DC=local"
"CES","CES-LT-803892","11/28/2016 10:30:13 AM","Windows 7 Enterprise","CN=CES-LT-803892,OU=Student Laptops,OU=Laptops,OU=Systems,OU=CES,OU=SMUSD,DC=smusd,DC=local"
"CES","CES-LT-803896","11/28/2016 10:31:25 AM","Windows 7 Enterprise","CN=CES-LT-803896,OU=Student Laptops,OU=Laptops,OU=Systems,OU=CES,OU=SMUSD,DC=smusd,DC=local"
"CES","CES-LT-803901","12/10/2016 1:54:31 PM","Windows 7 Enterprise","CN=CES-LT-803901,OU=Student Laptops,OU=Laptops,OU=Systems,OU=CES,OU=SMUSD,DC=smusd,DC=local"
"CES","CES-LT-803902","11/28/2016 10:37:28 AM","Windows 7 Enterprise","CN=CES-LT-803902,OU=Student Laptops,OU=Laptops,OU=Systems,OU=CES,OU=SMUSD,DC=smusd,DC=local"
"CES","CES-LT-803906","11/28/2016 10:30:43 AM","Windows 7 Enterprise","CN=CES-LT-803906,OU=Student Laptops,OU=Laptops,OU=Systems,OU=CES,OU=SMUSD,DC=smusd,DC=local"
"CES","CES-LT-803908","11/29/2016 11:27:52 AM","Windows 7 Enterprise","CN=CES-LT-803908,OU=Student Laptops,OU=Laptops,OU=Systems,OU=CES,OU=SMUSD,DC=smusd,DC=local"
"CES","CES-LT-803919","11/28/2016 10:33:34 AM","Windows 7 Enterprise","CN=CES-LT-803919,OU=Student Laptops,OU=Laptops,OU=Systems,OU=CES,OU=SMUSD,DC=smusd,DC=local"
"CES","CES-LT-803941","2/23/2017 1:53:13 PM","Windows 7 Enterprise","CN=CES-LT-803941,OU=Student Laptops,OU=Laptops,OU=Systems,OU=CES,OU=SMUSD,DC=smusd,DC=local"
"CES","CES-LT-803958","9/29/2016 10:08:04 AM","Windows 7 Enterprise","CN=CES-LT-803958,OU=Student Laptops,OU=Laptops,OU=Systems,OU=CES,OU=SMUSD,DC=smusd,DC=local"
"CES","CES-LT-803972","11/28/2016 10:30:17 AM","Windows 7 Enterprise","CN=CES-LT-803972,OU=Student Laptops,OU=Laptops,OU=Systems,OU=CES,OU=SMUSD,DC=smusd,DC=local"
"CES","CES-LT-804006","2/21/2017 10:44:26 AM","Windows 7 Enterprise","CN=CES-LT-804006,OU=Student Laptops,OU=Laptops,OU=Systems,OU=CES,OU=SMUSD,DC=smusd,DC=local"
"CES","CES-LT-813788","3/3/2017 3:52:11 PM","Windows 7 Enterprise","CN=CES-LT-813788,OU=Staff Laptops,OU=Laptops,OU=Systems,OU=CES,OU=SMUSD,DC=smusd,DC=local"
"CES","CES-LT-815090","10/20/2016 9:27:46 AM","Windows 10 Enterprise","CN=CES-LT-815090,OU=Staff Laptops,OU=Laptops,OU=Systems,OU=CES,OU=SMUSD,DC=smusd,DC=local"
"CES","CES-LT-815091","12/13/2016 2:35:15 PM","Windows 7 Professional","CN=CES-LT-815091,OU=Student Laptops,OU=Laptops,OU=Systems,OU=CES,OU=SMUSD,DC=smusd,DC=local"
"CES","CES-LT-815092","11/29/2016 10:28:23 AM","Windows 7 Professional","CN=CES-LT-815092,OU=Student Laptops,OU=Laptops,OU=Systems,OU=CES,OU=SMUSD,DC=smusd,DC=local"
"CES","CES-PE-804594","3/8/2017 11:28:48 AM","Windows 7 Enterprise","CN=CES-PE-804594,OU=Classrooms,OU=PCs,OU=Systems,OU=CES,OU=SMUSD,DC=smusd,DC=local"
"CES","CES-TLT-827882","3/9/2017 11:42:40 AM","Windows 10 Enterprise","CN=CES-TLT-827882,OU=Staff Laptops,OU=Laptops,OU=Systems,OU=CES,OU=SMUSD,DC=smusd,DC=local"
"CES","CES-TLT-827910","3/3/2017 1:35:18 PM","Windows 10 Enterprise","CN=CES-TLT-827910,OU=Staff Laptops,OU=Laptops,OU=Systems,OU=CES,OU=SMUSD,DC=smusd,DC=local"
"Cloud","CLOUD-RELAY","8/25/2016 7:27:43 AM","Windows Server 2012 R2 Standard","CN=CLOUD-RELAY,OU=Cloud,OU=Servers,DC=smusd,DC=local"
"CNS","ADES-VM-170208","2/28/2017 7:06:35 PM","Windows 10 Enterprise","CN=ADES-VM-170208,OU=AD,OU=PCs,OU=Systems,OU=CNS,OU=SMUSD,DC=smusd,DC=local"
"CNS","CNS-AD-FS011310","2/22/2017 3:26:26 PM","Windows 10 Enterprise","CN=CNS-AD-FS011310,OU=AD,OU=PCs,OU=Systems,OU=CNS,OU=SMUSD,DC=smusd,DC=local"
"CNS","CNS-AD-LINE","2/21/2017 7:11:39 AM","Windows 8.1 Enterprise","CN=CNS-AD-LINE,OU=AD,OU=PCs,OU=Systems,OU=CNS,OU=SMUSD,DC=smusd,DC=local"
"CNS","CNS-RL2-LINE1","1/6/2017 7:30:39 AM","Windows 8.1 Enterprise","CN=CNS-RL2-LINE1,OU=RL,OU=PCs,OU=Systems,OU=CNS,OU=SMUSD,DC=smusd,DC=local"
"CNS","CNS-WHSE-2","3/6/2017 6:48:42 AM","Windows 7 Enterprise","CN=CNS-WHSE-2,OU=PCs,OU=Systems,OU=CNS,OU=SMUSD,DC=smusd,DC=local"
"CNS","DPS-POS2-11344","2/21/2017 3:31:34 PM","Windows 8.1 Enterprise","CN=DPS-POS2-11344,OU=DPS,OU=PCs,OU=Systems,OU=CNS,OU=SMUSD,DC=smusd,DC=local"
"CNS","DPS-POS6-11303","2/21/2017 3:38:33 PM","Windows 8.1 Enterprise","CN=DPS-POS6-11303,OU=DPS,OU=PCs,OU=Systems,OU=CNS,OU=SMUSD,DC=smusd,DC=local"
"CNS","SME-KIT-010301","1/17/2017 1:37:55 AM","Windows 7 Enterprise","CN=SME-KIT-010301,OU=SMES,OU=PCs,OU=Systems,OU=CNS,OU=SMUSD,DC=smusd,DC=local"
"CNS","SMHS-CNS-011268","2/9/2017 8:48:45 AM","Windows 8.1 Enterprise","CN=SMHS-CNS-011268,OU=SMHS,OU=PCs,OU=Systems,OU=CNS,OU=SMUSD,DC=smusd,DC=local"
"DIS","DIS-23-806691","2/22/2017 1:01:37 PM","Windows 7 Enterprise","CN=DIS-23-806691,OU=Teachers,OU=PCs,OU=Systems,OU=DIS,OU=SMUSD,DC=smusd,DC=local"
"DIS","DIS-LT-803516","3/7/2017 11:31:14 AM","Windows 7 Enterprise","CN=DIS-LT-803516,OU=Classrooms,OU=Students,OU=Laptops,OU=Systems,OU=DIS,OU=SMUSD,DC=smusd,DC=local"
"DIS","DIS-LT-803524","12/8/2016 7:54:31 AM","Windows 7 Enterprise","CN=DIS-LT-803524,OU=Classrooms,OU=Students,OU=Laptops,OU=Systems,OU=DIS,OU=SMUSD,DC=smusd,DC=local"
"DIS","DIS-LT-803526","2/2/2017 9:18:44 AM","Windows 7 Enterprise","CN=DIS-LT-803526,OU=Classrooms,OU=Students,OU=Laptops,OU=Systems,OU=DIS,OU=SMUSD,DC=smusd,DC=local"
"DIS","DIS-LT-803528","3/6/2017 8:14:33 AM","Windows 7 Enterprise","CN=DIS-LT-803528,OU=Classrooms,OU=Students,OU=Laptops,OU=Systems,OU=DIS,OU=SMUSD,DC=smusd,DC=local"
"DIS","DIS-LT-803530","10/27/2016 9:24:22 AM","Windows 7 Enterprise","CN=DIS-LT-803530,OU=Teachers,OU=Laptops,OU=Systems,OU=DIS,OU=SMUSD,DC=smusd,DC=local"
"DIS","DIS-LT-803531","2/10/2017 12:24:42 PM","Windows 7 Enterprise","CN=DIS-LT-803531,OU=Classrooms,OU=Students,OU=Laptops,OU=Systems,OU=DIS,OU=SMUSD,DC=smusd,DC=local"
"DIS","DIS-LT-803544","3/7/2017 1:41:59 PM","Windows 7 Enterprise","CN=DIS-LT-803544,OU=Classrooms,OU=Students,OU=Laptops,OU=Systems,OU=DIS,OU=SMUSD,DC=smusd,DC=local"
"DIS","DIS-LT-803551","11/28/2016 8:15:53 AM","Windows 7 Enterprise","CN=DIS-LT-803551,OU=Classrooms,OU=Students,OU=Laptops,OU=Systems,OU=DIS,OU=SMUSD,DC=smusd,DC=local"
"DIS","DIS-LT-803555","1/11/2017 10:14:04 AM","Windows 7 Enterprise","CN=DIS-LT-803555,OU=Classrooms,OU=Students,OU=Laptops,OU=Systems,OU=DIS,OU=SMUSD,DC=smusd,DC=local"
"DIS","DIS-LT-803560","3/7/2017 10:46:10 AM","Windows 7 Enterprise","CN=DIS-LT-803560,OU=Classrooms,OU=Students,OU=Laptops,OU=Systems,OU=DIS,OU=SMUSD,DC=smusd,DC=local"
"DIS","DIS-LT-816705","2/21/2017 10:33:10 AM","Windows 7 Enterprise","CN=DIS-LT-816705,OU=Admin,OU=Laptops,OU=Systems,OU=DIS,OU=SMUSD,DC=smusd,DC=local"
"DIS","DIS-LT-818483","2/15/2017 2:04:14 PM","Windows 7 Enterprise","CN=DIS-LT-818483,OU=Laptops,OU=Systems,OU=DIS,OU=SMUSD,DC=smusd,DC=local"
"DIS","DIS-PODB-802938","1/5/2017 3:05:56 PM","Windows 7 Enterprise","CN=DIS-PODB-802938,OU=Teachers,OU=PCs,OU=Systems,OU=DIS,OU=SMUSD,DC=smusd,DC=local"
"DIS","DIS-PODB-805600","10/14/2016 10:42:21 AM","Windows 7 Enterprise","CN=DIS-PODB-805600,OU=Support Staff,OU=Laptops,OU=Systems,OU=DIS,OU=SMUSD,DC=smusd,DC=local"
"DO","DO-CPY-802437","3/6/2017 7:07:10 AM","Windows 7 Enterprise","CN=DO-CPY-802437,OU=IS,OU=PCs,OU=Systems,OU=DO,OU=SMUSD,DC=smusd,DC=local"
"DO","DO-CUR-718963","3/6/2017 8:06:52 AM","Windows 7 Enterprise","CN=DO-CUR-718963,OU=IS,OU=PCs,OU=Systems,OU=DO,OU=SMUSD,DC=smusd,DC=local"
"DO","DO-CW2-01","2/27/2017 1:31:36 PM","Windows 7 Enterprise","CN=DO-CW2-01,OU=IS Cart,OU=Laptops,OU=Systems,OU=DO,OU=SMUSD,DC=smusd,DC=local"
"DO","DO-CW2-02","1/18/2017 2:59:31 PM","Windows 7 Enterprise","CN=DO-CW2-02,OU=IS Cart,OU=Laptops,OU=Systems,OU=DO,OU=SMUSD,DC=smusd,DC=local"
"DO","DO-CW2-03","3/3/2017 1:32:31 PM","Windows 7 Enterprise","CN=DO-CW2-03,OU=IS Cart,OU=Laptops,OU=Systems,OU=DO,OU=SMUSD,DC=smusd,DC=local"
"DO","DO-CW2-05","3/3/2017 8:31:52 AM","Windows 10 Enterprise","CN=DO-CW2-05,OU=IS Cart,OU=Laptops,OU=Systems,OU=DO,OU=SMUSD,DC=smusd,DC=local"
"DO","DO-CW2-06","2/28/2017 10:38:17 AM","Windows 7 Enterprise","CN=DO-CW2-06,OU=IS Cart,OU=Laptops,OU=Systems,OU=DO,OU=SMUSD,DC=smusd,DC=local"
"DO","DO-CW2-07","2/28/2017 9:43:26 AM","Windows 7 Enterprise","CN=DO-CW2-07,OU=IS Cart,OU=Laptops,OU=Systems,OU=DO,OU=SMUSD,DC=smusd,DC=local"
"DO","DO-CW2-08","2/28/2017 9:44:35 AM","Windows 7 Enterprise","CN=DO-CW2-08,OU=IS Cart,OU=Laptops,OU=Systems,OU=DO,OU=SMUSD,DC=smusd,DC=local"
"DO","DO-CW2-09","2/27/2017 2:31:36 PM","Windows 7 Enterprise","CN=DO-CW2-09,OU=IS Cart,OU=Laptops,OU=Systems,OU=DO,OU=SMUSD,DC=smusd,DC=local"
"DO","DO-CW2-14","3/3/2017 9:13:33 AM","Windows 7 Enterprise","CN=DO-CW2-14,OU=IS Cart,OU=Laptops,OU=Systems,OU=DO,OU=SMUSD,DC=smusd,DC=local"
"DO","DO-CW2-16","3/3/2017 1:29:31 PM","Windows 7 Enterprise","CN=DO-CW2-16,OU=IS Cart,OU=Laptops,OU=Systems,OU=DO,OU=SMUSD,DC=smusd,DC=local"
"DO","DO-CW2-17","1/9/2017 11:45:13 AM","Windows 7 Enterprise","CN=DO-CW2-17,OU=IS Cart,OU=Laptops,OU=Systems,OU=DO,OU=SMUSD,DC=smusd,DC=local"
"DO","DO-CW2-18","2/28/2017 8:21:55 AM","Windows 7 Enterprise","CN=DO-CW2-18,OU=IS Cart,OU=Laptops,OU=Systems,OU=DO,OU=SMUSD,DC=smusd,DC=local"
"DO","DO-CW2-19","2/28/2017 9:42:37 AM","Windows 7 Enterprise","CN=DO-CW2-19,OU=IS Cart,OU=Laptops,OU=Systems,OU=DO,OU=SMUSD,DC=smusd,DC=local"
"DO","DO-CW2-21","10/6/2016 8:29:00 AM","Windows 7 Enterprise","CN=DO-CW2-21,OU=IS Cart,OU=Laptops,OU=Systems,OU=DO,OU=SMUSD,DC=smusd,DC=local"
"DO","DO-CW2-22","3/3/2017 8:19:51 AM","Windows 7 Enterprise","CN=DO-CW2-22,OU=IS Cart,OU=Laptops,OU=Systems,OU=DO,OU=SMUSD,DC=smusd,DC=local"
"DO","DO-CW2-28","2/27/2017 2:44:17 PM","Windows 7 Enterprise","CN=DO-CW2-28,OU=IS Cart,OU=Laptops,OU=Systems,OU=DO,OU=SMUSD,DC=smusd,DC=local"
"DO","DO-CW2-31","2/22/2017 11:29:31 AM","Windows 7 Enterprise","CN=DO-CW2-31,OU=IS Cart,OU=Laptops,OU=Systems,OU=DO,OU=SMUSD,DC=smusd,DC=local"
"DO","DO-CW2-809009","3/7/2017 1:30:55 PM","Windows 10 Enterprise","CN=DO-CW2-809009,OU=Loaner Cart,OU=Laptops,OU=Systems,OU=DO,OU=SMUSD,DC=smusd,DC=local"
"DO","DO-CW3-804538","2/10/2017 10:58:41 AM","Windows 10 Enterprise","CN=DO-CW3-804538,OU=Loaner Cart,OU=Laptops,OU=Systems,OU=DO,OU=SMUSD,DC=smusd,DC=local"
"DO","DO-FAC-801938","1/13/2017 9:00:23 AM","Windows 7 Enterprise","CN=DO-FAC-801938,OU=Facilities,OU=PCs,OU=Systems,OU=DO,OU=SMUSD,DC=smusd,DC=local"
"DO","DO-HR-801937","9/8/2016 7:57:07 PM","Windows 7 Enterprise","CN=DO-HR-801937,OU=HR&D,OU=PCs,OU=Systems,OU=DO,OU=SMUSD,DC=smusd,DC=local"
"DO","DO-KOE-801489","3/2/2017 9:09:36 AM","Windows 7 Enterprise","CN=DO-KOE-801489,OU=BS,OU=PCs,OU=Systems,OU=DO,OU=SMUSD,DC=smusd,DC=local"
"DO","DO-LT-800466","10/12/2016 9:33:33 AM","Windows 10 Enterprise","CN=DO-LT-800466,OU=Laptops,OU=Systems,OU=DO,OU=SMUSD,DC=smusd,DC=local"
